wikidata_id_a,wikidata_id_b,trec_id
Q9385,Q9377,2082
Q131683,Q29496,2121
Q7958,Q46857,2149
Q206021,Q16863733,2152
Q3196,Q369577,2175
Q3196,Q16917,2175
Q369577,Q16917,2175
Q81938,Q482853,2176
Q6851748,Q200656,2180
Q7886,Q592442,2185
Q673166,Q7485806,2189
Q165029,Q25235,2190
Q189539,Q61509,2192
Q40080,Q190259,2201
Q101145616,Q5776,2205
Q185785,Q41263,2209
Q17284820,Q1062856,2230
Q342406,Q828224,2252
Q17421321,Q42240,2261
Q328616,Q7485806,2274
Q6473911,Q181100,2295
Q889669,Q1462136,2302
Q824,Q8654695,2306
Q293634,Q1581,2326
Q55637021,Q12136,2340
Q11451,Q55919429,2365
Q735,Q656365,2382
Q16555,Q468809,2391
Q964401,Q235155,2402
Q964401,Q817393,2402
Q235155,Q817393,2402
Q696937,Q929996,2409
Q170285,Q221488,2435
Q53268,Q173,2439
Q221668,Q38933,2444
Q7188,Q467,2449
Q18494024,Q12078,2454
Q12078,Q11995,2460
Q11995,Q16863733,2465
Q1155354,Q189,2484
Q6473911,Q193894,2485
Q37425,Q81938,2490
Q41263,Q273404,2506
Q12152,Q6279182,2516
Q7366,Q7485806,2524
Q747779,Q101971,2527
Q48282,Q12206,2529
Q48282,Q621114,2529
Q12206,Q621114,2529
Q468565,Q41263,2534
Q16917,Q29496,2547
Q18494024,Q553,2561
Q7561,Q109,2582
Q7561,Q836246,2582
Q109,Q836246,2582
Q162564,Q23390,2588
Q3924032,Q7315941,2597
Q99,Q193755,2598
Q1368,Q7315941,2601
Q142,Q60,2615
Q42462,Q43183,2620
Q1217379,Q336705,2627
Q8359601,Q7485058,2632
Q144,Q15,2634
Q144,Q30,2634
Q15,Q30,2634
Q188823,Q860740,2636
Q93190,Q624036,2640
Q283,Q187665,2670
Q21282925,Q7569,2672
Q218593,Q192630,2680
Q206280,Q1072,2681
Q336,Q131841,2682
Q142292,Q99,2690
Q25419,Q513631,2700
Q1454,Q166142,2712
Q189409,Q1415,2717
Q12483,Q191924,2720
Q27611,Q60,2721
Q26540,Q8092,2729
Q149319,Q1520028,2730
Q1072,Q193894,2735
Q4577,Q796,2749
Q3924032,Q5,2759
Q43656,Q193583,2774
Q36747,Q4530482,2799
Q86,Q6509660,2801
Q7066583,Q13048280,2809
Q3184856,Q468809,2813
Q42240,Q11995,2815
Q182722,Q1033,2820
Q182722,Q30,2820
Q1033,Q30,2820
Q101145616,Q35127,2833
Q14088,Q10943,2839
Q19939990,Q7485806,2844
Q144,Q10884,2847
Q16336,Q81938,2870
Q8434,Q3914,2878
Q1204,Q1297,2880
Q39825,Q7315941,2897
Q31615,Q184442,2902
Q25288,Q11229,2905
Q600571,Q8333,2914
Q107711,Q845734,2928
Q9635,Q143504,2960
Q19865410,Q192309,2963
Q131512,Q41171,2972
Q535691,Q21282855,2977
Q12136,Q131742,2981
Q180472,Q7485806,2986
Q5113,Q812,3012
Q38926,Q1612,3014
Q525,Q523,3015
Q552461,Q1076052,3027
Q552461,Q1370,3027
Q1076052,Q1370,3027
Q4986445,Q3875186,3041
Q218593,Q961466,3052
Q60,Q9418,3062
Q60,Q3184856,3062
Q9418,Q3184856,3062
Q152074,Q918385,3070
Q5,Q12131,3091
Q36963,Q468809,3092
Q11696,Q66096,3097
Q30,Q2752427,3127
Q270673,Q182413,3133
Q9584,Q931507,3144
Q43183,Q8028,3162
Q4116214,Q43015,3172
Q11229,Q33829,3212
Q19939990,Q540571,3224
Q468565,Q16917,3263
Q824,Q1572505,3266
Q824,Q194189,3266
Q1572505,Q194189,3266
Q7743,Q48525,3267
Q310229,Q184439,3270
Q30081,Q468809,3272
Q42962,Q812,3279
Q7743,Q75,3287
Q1588,Q577,3296
Q6256,Q11457,3300
Q336705,Q61509,3326
Q16917,Q1211,3354
Q157171,Q25235,3359
Q103459,Q573422,3364
Q467,Q1217379,3375
Q467,Q8441,3375
Q1217379,Q8441,3375
Q4577,Q28640,3376
Q4577,Q121176,3376
Q28640,Q121176,3376
Q1240788,Q261680,3393
Q656365,Q260732,3395
Q4530482,Q23204,3398
Q11024,Q3259956,3406
Q11024,Q1504425,3406
Q3259956,Q1504425,3406
Q126017,Q4169,3411
Q150784,Q118841,3412
Q336,Q932586,3425
Q4026563,Q8354443,3440
Q172563,Q29496,3454
Q2233817,Q1393,3462
Q242736,Q11369,3486
Q242736,Q159683,3486
Q11369,Q159683,3486
Q293634,Q99,3489
Q11254,Q41716,3490
Q27752,Q468809,3500
Q727096,Q15,3505
Q727096,Q16863733,3505
Q15,Q16863733,3505
Q35127,Q3559,3525
Q283534,Q580178,3526
Q1456,Q7315941,3530
Q9174,Q114,3541
Q8366851,Q7003511,3556
Q3196,Q643227,3590
Q276258,Q13233,3596
Q276258,Q16863733,3596
Q13233,Q16863733,3596
Q332154,Q12171,3597
Q293634,Q96,3601
Q2699825,Q1217379,3615
Q2138622,Q12206,3616
Q275186,Q99,3619
Q28452851,Q660064,3629
Q100,Q5370424,3646
Q128581,Q29496,3680
Q317309,Q60,3693
Q1349872,Q1893186,3699
Q83500,Q656365,3704
Q49546,Q1074,3719
Q98,Q1557718,3728
Q37055,Q2809402,3729
Q14620,Q29496,3730
Q309,Q7755,3736
Q309,Q7188,3736
Q309,Q1400,3736
Q7755,Q7188,3736
Q7755,Q1400,3736
Q7188,Q1400,3736
Q60168,Q7485806,3746
Q11255,Q11696,3775
Q22656,Q40858,3778
Q708514,Q7066583,3799
Q794491,Q48525,3817
Q3863,Q11028,3826
Q3088564,Q2193887,3856
Q11035,Q628839,3859
Q11035,Q7485806,3859
Q628839,Q7485806,3859
Q98,Q62,3867
Q194189,Q824,3870
Q42302,Q3504641,3873
Q8854132,Q3504641,3874
Q8436,Q7743,3885
Q60442,Q718113,3899
Q193211,Q9631,3909
Q30,Q5308931,3917
Q5389,Q184439,3947
Q34956,Q40821,3948
Q101145616,Q865144,3980
Q11201,Q7001565,3984
Q556318,Q1612,3986
Q48525,Q60,3999
Q37260,Q8377764,4004
Q912437,Q60,4022
Q11570,Q408646,4026
Q122224,Q332154,4032
Q143504,Q9614,4033
Q7792086,Q283,4035
Q7725329,Q942326,4051
Q7725329,Q21585,4051
Q942326,Q21585,4051
Q8473,Q181648,4077
Q19939990,Q7485806,4082
Q177719,Q29496,4089
Q933,Q51,4129
Q12483,Q8436,4131
Q5638,Q7485806,4146
Q22698,Q824,4156
Q1368,Q7743,4195
Q816,Q5113,4206
Q832778,Q1204,4213
Q41576,Q40924,4224
Q18170013,Q105190,4234
Q293634,Q1261,4235
Q177777,Q82604,4236
Q177777,Q3276328,4236
Q82604,Q3276328,4236
Q101145616,Q23556,4239
Q101145616,Q7323735,4239
Q23556,Q7323735,4239
Q10884,Q578836,4251
Q9377,Q3317402,4256
Q223591,Q101991,4262
Q267406,Q179996,4268
Q81938,Q121176,4275
Q4577,Q11588306,4300
Q147778,Q718113,4337
Q7937,Q11663,4340
Q187456,Q60,4343
Q22698,Q189,4354
Q293634,Q783794,4355
Q2095,Q127060,4358
Q161851,Q7315941,4359
Q11471,Q98,4365
Q99,Q1227,4379
Q4577,Q178844,4394
Q871,Q283,4396
Q850210,Q16863733,4406
Q105726,Q184439,4408
Q224376,Q194189,4419
Q224376,Q812,4419
Q194189,Q812,4419
Q190875,Q3808900,4420
Q218593,Q578786,4429
Q836925,Q11255,4435
Q191081,Q7485806,4436
Q49827603,Q5357120,4462
Q18494024,Q7886,4473
Q17027571,Q130760,4477
Q1142240,Q1072,4479
Q571,Q638,4480
Q571,Q756,4480
Q638,Q756,4480
Q362,Q314473,4485
Q2519,Q7257959,4530
Q9236927,Q10806,4532
Q30,Q668,4536
Q48525,Q83873,4540
Q708,Q48525,4556
Q814232,Q7485806,4574
Q2095,Q2138622,4592
Q197,Q271939,4617
Q197,Q1031651,4617
Q197,Q11661,4617
Q271939,Q1031651,4617
Q271939,Q11661,4617
Q1031651,Q11661,4617
Q919230,Q96,4638
Q177634,Q188844,4641
Q142292,Q918385,4652
Q3914,Q2233817,4654
Q3914,Q245962,4654
Q2233817,Q245962,4654
Q43183,Q12131,4671
Q7569,Q180472,4672
Q4026563,Q1371,4676
Q189720,Q229256,4685
Q12147,Q1188,4722
Q272002,Q37828,4725
Q8436,Q7569,4741
Q334911,Q60,4743
Q4830453,Q1439,4747
Q2483208,Q99,4749
Q18758123,Q1651704,4758
Q30,Q2111958,4760
Q837129,Q99,4774
Q18917717,Q771,4778
Q16,Q43812,4781
Q13174856,Q37828,4789
Q1454,Q346868,4793
Q3393069,Q6256,4797
Q199657,Q16863733,4818
Q7873,Q29496,4826
Q28813,Q4897839,4827
Q4026563,Q812,4831
Q12078,Q389735,4838
Q5113,Q7485806,4848
Q812,Q6347481,4855
Q4006,Q8676,4857
Q40878,Q3649349,4864
Q40878,Q38933,4864
Q3649349,Q38933,4864
Q410915,Q178803,4872
Q11019,Q157171,4875
Q12117,Q124407,4876
Q931507,Q335357,4877
Q1073121,Q82642,4895
Q11663,Q79757,4916
Q228736,Q1249,4927
Q12453,Q11466,4938
Q35872,Q824,4939
Q40878,Q101991,4953
Q38695,Q10566551,4967
Q221668,Q131774,4978
Q3482590,Q1981388,4996
Q1588755,Q324299,4998
Q4577,Q60,5008
Q816,Q7485806,5015
Q180538,Q771,5025
Q11035,Q7485806,5028
Q7188,Q656365,5042
Q121176,Q1519812,5058
Q1641556,Q488415,5077
Q1641556,Q23852,5077
Q1641556,Q769220,5077
Q488415,Q23852,5077
Q488415,Q769220,5077
Q23852,Q769220,5077
Q1066823,Q7334623,5087
Q42462,Q3112559,5100
Q8458,Q851,5114
Q30677819,Q122043,5120
Q121176,Q99,5146
Q34679,Q133833,5153
Q12117,Q1852729,5154
Q15099924,Q592442,5158
Q37226,Q33005760,5162
Q40357,Q812,5169
Q283,Q36933,5181
Q23852,Q191924,5192
Q148,Q194189,5195
Q1217379,Q1076052,5198
Q7873,Q23852,5211
Q34442,Q7315941,5237
Q81938,Q11364,5242
Q8359617,Q7485806,5245
Q166231,Q12192,5267
Q11829360,Q838966,5268
Q9614,Q2575857,5272
Q11229,Q30,5277
Q11229,Q16338,5277
Q30,Q16338,5277
Q20926726,Q405,5280
Q283,Q10273457,5282
Q1494554,Q624036,5287
Q101145616,Q16917,5291
Q6130303,Q99,5292
Q741471,Q173235,5294
Q1993229,Q18419,5302
Q332154,Q12131,5311
Q269949,Q16555,5369
Q4169,Q7485806,5371
Q422476,Q17420983,5385
Q941,Q60165049,5392
Q483242,Q3808900,5399
Q851162,Q29496,5409
Q5308931,Q21282855,5411
Q5,Q12078,5417
Q4026563,Q30638383,5423
Q223871,Q7485806,5432
Q1466543,Q1603,5446
Q156318,Q43656,5474
Q156318,Q430024,5474
Q43656,Q430024,5474
Q11399,Q105190,5494
Q4897839,Q7485806,5503
Q206060,Q193894,5507
Q43183,Q16917,5508
Q190007,Q8436,5513
Q11190,Q12206,5516
Q850210,Q1439,5521
Q3914,Q38,5545
Q525,Q34679,5553
Q462960,Q7485806,5577
Q407577,Q1057,5583
Q653197,Q7719928,5592
Q589702,Q96,5606
Q23397,Q22698,5625
Q16917,Q101145616,5630
Q6940271,Q232358,5635
Q6940271,Q16363,5635
Q6940271,Q665798,5635
Q232358,Q16363,5635
Q232358,Q665798,5635
Q16363,Q665798,5635
Q576349,Q1321,5641
Q11190,Q99,5652
Q2840,Q99,5653
Q86,Q391744,5662
Q7569,Q7215843,5677
Q12136,Q29496,5681
Q22687,Q51679,5683
Q8359601,Q619829,5684
Q26371,Q131656,5688
Q2570643,Q11701,5708
Q31207,Q29496,5722
Q99,Q613076,5724
Q99,Q96,5724
Q613076,Q96,5724
Q5357120,Q7215843,5728
Q128581,Q7886,5769
Q3559,Q76299,5773
Q8092,Q766,5783
Q293634,Q250479,5854
Q4087,Q23852,5856
Q4087,Q223907,5856
Q23852,Q223907,5856
Q12147,Q28813,5858
Q9384,Q23387,5860
Q409022,Q7485806,5863
Q12136,Q833,5881
Q275157,Q16196017,5905
Q275157,Q1129105,5905
Q16196017,Q1129105,5905
Q33,Q98832752,5909
Q2306047,Q7485806,5921
Q488041,Q187706,5930
Q771,Q3914,5940
Q729,Q6284210,5941
Q235113,Q11663,5950
Q22698,Q105190,5959
Q131774,Q37320,5981
Q514,Q9377,5987
Q12152,Q201363,5998
Q12152,Q6940271,5998
Q201363,Q6940271,5998
Q5308931,Q3184856,6012
Q4583103,Q771,6027
Q140053,Q161790,6042
Q7743,Q1066807,6043
Q159810,Q30,6052
Q42962,Q283,6060
Q91,Q1410535,6062
Q12147,Q58778,6063
Q12147,Q177634,6063
Q58778,Q177634,6063
Q11432,Q783794,6065
Q235155,Q2813040,6069
Q152782,Q820655,6072
Q221275,Q20127660,6083
Q1166,Q10855106,6087
Q430024,Q144,6105
Q1997,Q11663,6123
Q1997,Q7937,6123
Q11663,Q7937,6123
Q5056668,Q7432,6133
Q40357,Q1603,6134
Q8985535,Q1400,6135
Q1415,Q8895696,6144
Q174789,Q7485806,6153
Q9368,Q152234,6161
Q164655,Q193894,6165
Q11364,Q8707435,6194
Q12136,Q10850,6198
Q1239854,Q99,6205
Q467,Q12152,6225
Q2346,Q12453,6230
Q2346,Q3686031,6230
Q12453,Q3686031,6230
Q133823,Q101991,6237
Q412284,Q7485806,6244
Q60,Q7485806,6257
Q854464,Q159791,6262
Q334911,Q207855,6276
Q194189,Q7743,6281
Q7755,Q1063,6298
Q7755,Q1510761,6298
Q7755,Q577,6298
Q1063,Q1510761,6298
Q1063,Q577,6298
Q1510761,Q577,6298
Q117085,Q103459,6305
Q157739,Q184872,6324
Q22656,Q40858,6329
Q41263,Q7743,6330
Q336,Q43791171,6333
Q336,Q5349142,6333
Q43791171,Q5349142,6333
Q11663,Q1066823,6341
Q189004,Q571,6345
Q189004,Q11661,6345
Q571,Q11661,6345
Q1192331,Q831530,6350
Q5113,Q504409,6362
Q5113,Q2824021,6362
Q504409,Q2824021,6362
Q147778,Q9368,6374
Q2233817,Q1566,6394
Q9128,Q79928,6396
Q8436,Q1603,6399
Q8436,Q1558,6399
Q8436,Q1387,6399
Q1603,Q1558,6399
Q1603,Q1387,6399
Q1558,Q1387,6399
Q48324,Q1751775,6402
Q577,Q332154,6407
Q17157378,Q40357,6425
Q1076052,Q8436,6427
Q1076052,Q317309,6427
Q8436,Q317309,6427
Q7756344,Q315412,6440
Q7756344,Q1358017,6440
Q315412,Q1358017,6440
Q488415,Q5259911,6455
Q131288,Q8125294,6464
Q3239011,Q16863733,6477
Q1138936,Q10859,6479
Q16035842,Q1370,6483
Q157171,Q60,6494
Q231043,Q812,6496
Q83058,Q16863733,6500
Q611127,Q16863733,6512
Q214609,Q732577,6515
Q6347481,Q1415,6541
Q41576,Q7485806,6564
Q194189,Q1454,6574
Q211159,Q101991,6577
Q7569,Q7215843,6586
Q11035,Q7495724,6590
Q1072,Q7886,6632
Q121176,Q703482,6641
Q750195,Q12174,6647
Q11425,Q7485806,6648
Q16917,Q1261,6656
Q1546,Q174219,6664
Q8518746,Q696482,6667
Q622821,Q689044,6686
Q187939,Q190117,6692
Q4577,Q877546,6697
Q258307,Q546113,6699
Q60,Q1365622,6701
Q30,Q1183,6713
Q30,Q16635,6713
Q1183,Q16635,6713
Q133076,Q11995,6716
Q1965974,Q771,6717
Q23397,Q1415,6720
Q4577,Q1074,6724
Q66096,Q1370,6730
Q829492,Q7485806,6751
Q8607736,Q5308931,6764
Q4026563,Q7889830,6768
Q35535,Q918385,6771
Q167191,Q7485806,6783
Q128811,Q177634,6796
Q1553390,Q1365622,6807
Q133235,Q1603,6808
Q577,Q205892,6818
Q27752,Q728,6822
Q43812,Q96,6828
Q814232,Q1438035,6831
Q30,Q155,6832
Q130954,Q269949,6835
Q28575,Q35535,6840
Q11255,Q6288345,6846
Q4026563,Q816,6877
Q1148747,Q656365,6878
Q1621273,Q11438,6879
Q1621273,Q11432,6879
Q11438,Q11432,6879
Q4530482,Q99,6883
Q42240,Q282,6888
Q42240,Q10334846,6888
Q282,Q10334846,6888
Q39825,Q7315941,6891
Q9584,Q931507,6892
Q362,Q2813992,6905
Q60,Q7485058,6918
Q642419,Q12187,6939
Q166118,Q27752,6943
Q653197,Q33767,6964
Q697327,Q66,6968
Q124794,Q9614,6971
Q413691,Q506,6980
Q850210,Q21282855,6998
Q2752427,Q5,7012
Q139106,Q11034,7019
Q4508,Q6394587,7021
Q8134,Q36297,7032
Q419,Q178803,7041
Q4006,Q1439,7069
Q12518,Q7485806,7089
Q42240,Q3918,7090
Q42240,Q771,7090
Q3918,Q771,7090
Q62,Q106032,7092
Q42240,Q1851928,7097
Q11474,Q185757,7108
Q37425,Q40821,7111
Q16502,Q7366,7118
Q741471,Q183545,7139
Q374043,Q1142240,7168
Q313297,Q3473027,7178
Q1077823,Q202758,7180
Q7685837,Q7315941,7185
Q334911,Q850210,7187
Q39825,Q33829,7210
Q11457,Q1711295,7215
Q4169,Q110,7219
Q170497,Q7315941,7226
Q142292,Q7485806,7235
Q39222,Q771,7255
Q12128,Q1454,7264
Q5120022,Q12131,7287
Q7188,Q18758123,7295
Q259059,Q166998,7340
Q12147,Q12204,7343
Q224821,Q9614,7344
Q8092,Q7485806,7345
Q3947,Q1204,7352
Q8580275,Q36747,7356
Q15099847,Q105190,7357
Q4577,Q189004,7374
Q81096,Q816425,7387
Q850210,Q23768,7391
Q428148,Q1603,7401
Q1216998,Q918385,7421
Q4830453,Q718113,7433
Q1370,Q41263,7442
Q33741,Q7485806,7461
Q12147,Q12638,7469
Q751722,Q1196258,7471
Q751722,Q8016240,7471
Q1196258,Q8016240,7471
Q66096,Q12078,7482
Q19939990,Q1439,7490
Q2609670,Q695829,7496
Q267917,Q12132,7502
Q732049,Q7485806,7505
Q184681,Q4006,7511
Q488041,Q8016240,7515
Q488041,Q35535,7515
Q488041,Q231043,7515
Q8016240,Q35535,7515
Q8016240,Q231043,7515
Q35535,Q231043,7515
Q31207,Q11028,7518
Q61951,Q16863733,7519
Q101145616,Q60,7532
Q194189,Q1408,7540
Q11652,Q83042,7543
Q11652,Q101991,7543
Q83042,Q101991,7543
Q30,Q1541398,7544
Q2095,Q4421,7546
Q101072,Q595453,7547
Q467,Q389735,7562
Q172941,Q37739,7565
Q850210,Q259059,7568
Q1217379,Q7215843,7570
Q200535,Q35865,7586
Q5237392,Q1379030,7597
Q27752,Q2810833,7599
Q6279182,Q7569,7600
Q3184856,Q7315941,7602
Q19939990,Q949616,7606
Q362,Q7315941,7612
Q637413,Q656365,7647
Q39552,Q5,7656
Q39552,Q16863733,7656
Q5,Q16863733,7656
Q8434,Q16863733,7686
Q1642143,Q7485806,7687
Q4830453,Q1166,7694
Q132231,Q210307,7700
Q673633,Q16979510,7738
Q309513,Q290248,7739
Q187939,Q7368,7742
Q35525,Q11696,7746
Q656365,Q812,7749
Q12128,Q812,7754
Q19939990,Q16917,7760
Q8427970,Q4577,7778
Q192571,Q2811507,7790
Q16955489,Q835884,7797
Q79007,Q23768,7800
Q827023,Q29496,7807
Q42462,Q267917,7811
Q1029907,Q101991,7823
Q8452,Q11995,7831
Q23548,Q429785,7840
Q12014207,Q150784,7859
Q4830453,Q19939990,7874
Q3184856,Q561101,7891
Q15268054,Q1072,7897
Q953,Q16863733,7915
Q15180,Q64,7916
Q6139955,Q44619,7920
Q6139955,Q83267,7920
Q44619,Q83267,7920
Q18965,Q7743,7925
Q11995,Q16863733,7927
Q30,Q189539,7944
Q12796,Q7485806,7959
Q182076,Q7495724,7982
Q1408,Q267917,7992
Q23397,Q14373,8007
Q4577,Q11701,8010
Q61509,Q629029,8011
Q173799,Q60,8026
Q82642,Q101991,8027
Q39552,Q4698744,8039
Q16917,Q505619,8041
Q1183,Q223044,8050
Q407592,Q11995,8053
Q12078,Q974135,8056
Q10978,Q7485806,8063
Q2983901,Q10874,8074
Q188269,Q23852,8086
Q61678475,Q155635,8114
Q5638,Q60,8140
Q1357,Q155,8168
Q82604,Q41263,8181
Q6256,Q298,8185
Q27973731,Q3918,8197
Q11588306,Q31207,8205
Q293634,Q8359601,8219
Q99,Q212980,8223
Q42462,Q1995529,8227
Q4577,Q96,8232
Q656365,Q8436,8238
Q6327929,Q11978,8241
Q199657,Q8563383,8247
Q1219805,Q3317402,8250
Q2474068,Q1453540,8272
Q16502,Q414,8274
Q6853290,Q3353348,8293
Q1065,Q6256,8314
Q389735,Q6509660,8333
Q157017,Q7485806,8358
Q207766,Q683772,8363
Q207766,Q3808900,8363
Q683772,Q3808900,8363
Q211265,Q1509,8369
Q15284,Q16,8375
Q368305,Q1415,8433
Q188909,Q309497,8440
Q15709940,Q29496,8452
Q165328,Q131774,8456
Q850210,Q182076,8460
Q99,Q184439,8467
Q369577,Q133981,8468
Q369577,Q664183,8468
Q133981,Q664183,8468
Q561101,Q1387,8470
Q99,Q380075,8474
Q99,Q656365,8474
Q380075,Q656365,8474
Q967647,Q190007,8493
Q1172599,Q9067412,8495
Q9642011,Q1415,8512
Q10566551,Q12147,8530
Q10566551,Q429785,8530
Q12147,Q429785,8530
Q334911,Q977871,8533
Q17002116,Q41576,8534
Q8092,Q756788,8540
Q2095,Q607566,8553
Q1057900,Q11663,8556
Q33506,Q735,8561
Q656365,Q1240788,8616
Q36794,Q105190,8622
