wikidata_id_a,wikidata_id_b,trec_id
Q169872,Q1293989,4030
Q5092270,Q113677740,4035
Q5850917,Q128831,4041
Q5850917,Q1247699,4041
Q128831,Q1247699,4041
Q133279,Q98149276,4069
Q85799996,Q597030,4072
Q1339409,Q240673,4108
Q19902596,Q62,4117
Q908826,Q30,4122
Q127060,Q16857188,4128
Q2333935,Q115686881,4131
Q396289,Q38022,4138
Q855848,Q152018,4139
Q318730,Q1261,4142
Q482853,Q15752765,4154
Q572931,Q495353,4164
Q58185346,Q3153794,4183
Q401095,Q61,4188
Q108144643,Q1272356,4195
Q4045316,Q1204,4213
Q846674,Q759,4215
Q28838814,Q398628,4236
Q28838814,Q3276328,4236
Q398628,Q3276328,4236
Q23556,Q7323735,4239
Q602247,Q338050,4244
Q20988424,Q630303,4251
Q28451609,Q191089,4261
Q204711,Q428363,4283
Q16,Q30,4290
Q3062740,Q449268,4329
Q147778,Q16864543,4337
Q23558,Q23298,4338
Q1194891,Q7978194,4340
Q86009359,Q107394799,4343
Q99,Q1227,4379
Q13161962,Q113677740,4396
Q115686881,Q12135,4399
Q58185346,Q14293015,4400
Q39072885,Q818,4419
Q1850816,Q243460,4438
Q1587185,Q11995,4439
Q7504312,Q5665275,4440
Q169872,Q111950379,4457
Q1920219,Q115686881,4458
Q4204237,Q412271,4462
Q11995,Q407172,4469
Q1641147,Q105677219,4473
Q185675,Q111950379,4479
Q108805719,Q346195,4480
Q394575,Q1297,4533
Q451924,Q1400881,4534
Q147362,Q161701,4546
Q495536,Q1415,4549
Q144,Q108291551,4559
Q8698,Q1494,4564
Q1176641,Q271939,4617
Q1176641,Q7564744,4617
Q271939,Q7564744,4617
Q22063662,Q12131,4671
Q22063662,Q111945786,4671
Q12131,Q111945786,4671
Q366262,Q1397,4672
Q6054674,Q2389321,4696
Q5465528,Q7307604,4725
Q362005,Q829624,4726
Q334911,Q107394799,4743
Q334911,Q1080794,4743
Q107394799,Q1080794,4743
Q7455897,Q418988,4751
Q7398599,Q5647313,4770
Q108144643,Q309331,4777
Q115686881,Q16857188,4780
Q7562764,Q7307604,4789
Q759508,Q628967,4794
Q403784,Q201608,4797
Q3461363,Q96373707,4800
Q16857188,Q115686881,4833
Q99,Q58185346,4834
Q161701,Q111950379,4838
Q227502,Q707128,4857
Q227502,Q2658255,4857
Q707128,Q2658255,4857
Q3649349,Q100892309,4864
Q7978194,Q16253389,4916
Q194489,Q884741,4924
Q443838,Q83310,4938
Q5271949,Q3505252,4953
Q334911,Q1415,4971
Q1061910,Q6048882,4973
Q19693316,Q757138,4981
Q1430789,Q3960056,4990
Q261327,Q249004,4998
Q180538,Q771,5025
Q341227,Q38695,5033
Q399644,Q1339409,5042
Q5726315,Q3858995,5057
Q495536,Q65068949,5069
Q219983,Q7315762,5070
Q1641556,Q23852,5077
Q188638,Q48674677,5089
Q774228,Q104150754,5102
Q178095,Q3077124,5103
Q58185346,Q224895,5115
Q174876,Q99,5146
Q2916251,Q771,5150
Q15762858,Q226078,5173
Q1326354,Q7240824,5198
Q2333935,Q321458,5210
Q30,Q707128,5239
Q98149276,Q597404,5242
Q2620430,Q4104783,5254
Q405881,Q37320,5262
Q821387,Q17305906,5264
Q14694908,Q246400,5265
Q2679573,Q4959922,5272
Q11229,Q30,5277
Q11229,Q1523025,5277
Q30,Q1523025,5277
Q618996,Q104969991,5280
Q6130303,Q2483208,5292
Q4577,Q48282,5301
Q111945786,Q12131,5311
Q850210,Q51804688,5343
Q7696507,Q399644,5347
Q168002,Q1410069,5350
Q942976,Q181257,5385
Q1538499,Q419342,5404
Q397098,Q161701,5417
Q397098,Q170758,5417
Q161701,Q170758,5417
Q400674,Q16857188,5423
Q134130,Q3244907,5425
Q15712714,Q415060,5444
Q1466543,Q1603,5446
Q43656,Q430024,5474
Q746177,Q115686881,5513
Q96407993,Q5174793,5521
Q104858363,Q109229540,5527
Q1380588,Q261215,5528
Q468565,Q28135300,5550
Q23558,Q188759,5575
Q407627,Q1503425,5583
Q3419811,Q1175731,5592
Q1127126,Q96373395,5594
Q300377,Q155,5598
Q13968,Q7644316,5601
Q110749091,Q818,5629
Q628967,Q782,5633
Q2047752,Q22927644,5635
Q2047752,Q415691,5635
Q22927644,Q415691,5635
Q3128989,Q391744,5662
Q225197,Q51679,5683
Q1260023,Q342471,5694
Q30,Q30,5695
Q2654207,Q30,5705
Q28135987,Q320268,5708
Q99,Q96,5724
Q58185346,Q7404327,5740
Q128581,Q105677219,5769
Q85753499,Q76299,5773
Q85753499,Q30,5773
Q76299,Q30,5773
Q1139080,Q766,5783
Q137865,Q96,5791
Q110632155,Q142292,5800
Q30,Q869,5833
Q85799996,Q16857188,5849
Q69897,Q4780963,5854
Q69897,Q250479,5854
Q4780963,Q250479,5854
Q165211,Q1506301,5856
Q428363,Q1080794,5866
Q53640989,Q818,5869
Q60735641,Q1581,5893
Q7835440,Q7573790,5899
Q7923600,Q402820,5904
Q275157,Q895262,5905
Q22063662,Q1581,5908
Q362005,Q16896324,5968
Q4986438,Q277773,5969
Q3003209,Q37320,5981
Q200306,Q6140833,5987
Q412860,Q597112,5998
Q428363,Q3184856,6012
Q5151,Q264943,6018
Q903006,Q104864702,6021
Q1916282,Q409411,6035
Q140053,Q161790,6042
Q1935143,Q257213,6046
Q294952,Q22298127,6047
Q242690,Q30,6052
Q242690,Q2269,6052
Q30,Q2269,6052
Q399644,Q42138,6061
Q11000047,Q298257,6063
Q7443740,Q108144643,6073
Q1379223,Q1640094,6075
Q310984,Q7614232,6084
Q229280,Q10855106,6087
Q1997,Q7978194,6123
Q1997,Q1194891,6123
Q7978194,Q1194891,6123
Q4356851,Q5,6125
Q572931,Q1603,6134
Q300968,Q189533,6136
Q1415,Q3238071,6144
Q201687,Q1175731,6152
Q168763,Q5549987,6161
Q1214,Q16148367,6170
Q319882,Q2068804,6178
Q58185346,Q48282,6191
Q2027981,Q771,6199
Q421851,Q692536,6217
Q96401027,Q356707,6218
Q696617,Q4959031,6219
Q696617,Q402820,6219
Q4959031,Q402820,6219
Q99,Q2233817,6221
Q8449772,Q12152,6225
Q518459,Q7835440,6230
Q7398599,Q16857188,6270
Q334911,Q207855,6276
Q58185346,Q108144643,6281
Q1209096,Q166656,6287
Q5881856,Q219707,6305
Q153025,Q1179407,6308
Q2747220,Q7229772,6328
Q22656,Q40858,6329
Q1001437,Q108144643,6330
Q85799996,Q43791171,6333
Q85799996,Q5349142,6333
Q43791171,Q5349142,6333
Q104858363,Q96404773,6345
Q11696,Q6004986,6352
Q1603,Q21071998,6359
Q103767,Q515416,6362
Q103767,Q225053,6362
Q515416,Q225053,6362
Q2625817,Q95483912,6370
Q58702,Q147778,6374
Q58702,Q168763,6374
Q147778,Q168763,6374
Q1892236,Q99,6382
Q572931,Q8652,6393
Q850210,Q24883711,6410
Q201795,Q140686,6414
Q1570179,Q300377,6417
Q5454994,Q104864702,6431
Q1006048,Q30,6451
Q27137,Q93803581,6453
Q7638031,Q809938,6459
Q115686881,Q476796,6469
Q7229772,Q104864702,6483
Q95938,Q18351474,6499
Q58185346,Q14293015,6521
Q94708,Q23556,6527
Q412646,Q99,6546
Q1374831,Q188770,6590
Q1374831,Q158033,6590
Q188770,Q158033,6590
Q4048186,Q374814,6616
Q174876,Q810696,6641
Q48282,Q638193,6683
Q48282,Q6165531,6683
Q638193,Q6165531,6683
Q187939,Q20026887,6692
Q134130,Q1209096,6699
Q1538499,Q4788790,6700
Q30,Q100964740,6710
Q1183,Q16635,6713
Q133076,Q11995,6716
Q5135446,Q1893102,6772
Q2333935,Q30,6773
Q1509391,Q14075,6789
Q58185346,Q1204,6793
Q107526334,Q298257,6796
Q1265203,Q1603,6808
Q577,Q23709348,6818
Q832491,Q96,6828
Q30,Q155,6832
Q2244686,Q15816471,6835
Q52775627,Q5270789,6846
Q169872,Q119799,6849
Q133279,Q4577,6859
Q17038799,Q20683942,6872
Q400674,Q267813,6877
Q682585,Q124974,6879
Q682585,Q224895,6879
Q124974,Q224895,6879
Q16874683,Q111950379,6888
Q47487622,Q199912,6903
Q448244,Q48838067,6929
Q58185346,Q683595,6931
Q115925969,Q298257,6944
Q759508,Q30,6947
Q2701586,Q14669060,6954
Q424293,Q108291551,6963
Q110632155,Q7308127,6966
Q602247,Q2679573,6971
Q11033,Q37038,6977
Q281460,Q861721,6991
Q850210,Q759508,6998
Q38978,Q3377398,7008
Q8418372,Q11034,7019
Q1383596,Q1662504,7021
Q3500368,Q527905,7026
Q920400,Q36297,7032
Q451931,Q4671327,7033
Q109229540,Q818,7034
Q707128,Q200435,7041
Q15752765,Q16285379,7052
Q15752765,Q9687,7052
Q16285379,Q9687,7052
Q44,Q2333935,7067
Q404583,Q131,7077
Q870337,Q771,7090
Q240673,Q680909,7093
Q870337,Q1851928,7097
Q7246899,Q157165,7117
Q22063662,Q1410517,7132
Q8389428,Q290687,7159
Q1179121,Q169872,7180
Q1179121,Q275157,7180
Q169872,Q275157,7180
Q334911,Q850210,7187
Q28135987,Q22298127,7189
Q85799996,Q85758606,7214
Q133481,Q11980660,7215
Q133481,Q346195,7215
Q11980660,Q346195,7215
Q527905,Q816,7216
Q3358609,Q111,7219
Q99,Q5913342,7260
Q5647892,Q870337,7268
Q399644,Q1339409,7295
Q98149276,Q798307,7319
Q265896,Q96,7324
Q2723740,Q232587,7329
Q51804688,Q30,7340
Q51804688,Q166998,7340
Q30,Q166998,7340
Q23558,Q1204,7352
Q104857390,Q8652,7355
Q216712,Q30,7359
Q216712,Q4959031,7359
Q30,Q4959031,7359
Q2333935,Q18659,7360
Q402820,Q2043282,7361
Q402820,Q11000047,7361
Q2043282,Q11000047,7361
Q317309,Q4469598,7362
Q4577,Q577,7374
Q4577,Q104858363,7374
Q577,Q104858363,7374
Q15816471,Q185675,7378
Q1070699,Q11268,7385
Q5377762,Q816425,7387
Q419342,Q16864543,7433
Q389489,Q162100,7453
Q389489,Q9820,7453
Q162100,Q9820,7453
Q527905,Q12638,7469
Q3351858,Q3274946,7471
Q3351858,Q25205882,7471
Q3274946,Q25205882,7471
Q66096,Q161701,7482
Q39071707,Q25205882,7515
Q39071707,Q178095,7515
Q39071707,Q15857146,7515
Q25205882,Q178095,7515
Q25205882,Q15857146,7515
Q178095,Q15857146,7515
Q5690825,Q18351474,7518
Q5690825,Q7316351,7518
Q18351474,Q7316351,7518
Q1217201,Q16863733,7519
Q113677740,Q156849,7525
Q18659,Q107394799,7532
Q352333,Q62736,7534
Q7404297,Q7914465,7540
Q55064533,Q1091190,7542
Q24779835,Q1161692,7543
Q24779835,Q101991,7543
Q1161692,Q101991,7543
Q30,Q1541398,7544
Q626981,Q19490,7546
Q343871,Q595453,7547
Q7485058,Q338075,7551
Q15964960,Q173412,7559
Q8449772,Q389735,7562
Q172941,Q37739,7565
Q850210,Q4922381,7568
Q850210,Q51804688,7568
Q4922381,Q51804688,7568
Q1326354,Q7215843,7570
Q1643563,Q2623912,7571
Q1196456,Q1175643,7586
Q1080794,Q11655231,7595
Q16276007,Q1379030,7597
Q49297,Q2810833,7599
Q6279182,Q16857188,7600
Q1634555,Q3184856,7602
Q1634555,Q7315941,7602
Q3184856,Q7315941,7602
Q402820,Q949616,7606
Q37470,Q200403,7607
Q362,Q7315941,7612
Q412271,Q1195410,7631
Q637413,Q1339409,7647
Q631360,Q3147677,7653
Q109592077,Q5,7656
Q109592077,Q16863733,7656
Q5,Q16863733,7656
Q85758606,Q16863733,7686
Q68403,Q2623912,7687
Q85758606,Q7423376,7690
Q419342,Q229280,7694
Q132231,Q210307,7700
Q878041,Q181754,7706
Q1603,Q3918368,7708
Q189833,Q439645,7712
Q189833,Q245353,7712
Q439645,Q245353,7712
Q5357622,Q48742118,7713
Q5357622,Q61875850,7713
Q48742118,Q61875850,7713
Q538104,Q4820185,7727
Q538104,Q28153896,7727
Q4820185,Q28153896,7727
Q673633,Q1144127,7738
Q309513,Q65078553,7739
Q187939,Q1171557,7742
Q30892864,Q11696,7746
Q1339409,Q818,7749
Q12128,Q818,7754
Q402820,Q680909,7760
Q8073994,Q5461309,7776
Q106243814,Q4577,7778
Q192571,Q2811507,7790
Q6489153,Q8044847,7796
Q830493,Q4505579,7797
Q830493,Q835884,7797
Q4505579,Q835884,7797
Q60863159,Q23768,7800
Q827023,Q5097982,7807
Q110632155,Q645446,7811
Q1078096,Q1324077,7818
Q210912,Q101991,7823
Q8452,Q11995,7831
Q5509678,Q259516,7838
Q23548,Q2106031,7840
Q1962383,Q189533,7850
Q12014207,Q318730,7859
Q1920219,Q28135300,7865
Q1142948,Q1339409,7868
Q1142948,Q463516,7868
Q1339409,Q463516,7868
Q419342,Q402820,7874
Q2085376,Q264647,7889
Q3184856,Q238536,7891
Q200383,Q2630687,7892
Q1175395,Q7248242,7896
Q15268054,Q111950379,7897
Q25224,Q1210094,7902
Q343644,Q1138571,7910
Q4834498,Q625951,7913
Q2927756,Q1411232,7914
Q953,Q16863733,7915
Q15180,Q142659,7916
Q4743182,Q56477048,7920
Q4743182,Q300377,7920
Q56477048,Q300377,7920
Q18965,Q108144643,7925
Q11995,Q16863733,7927
Q668687,Q142153,7932
Q30,Q1538499,7944
Q7316825,Q840582,7946
Q11784425,Q16927658,7948
Q3077124,Q2623912,7959
Q5850917,Q142153,7960
Q174876,Q2613040,7973
Q174876,Q421584,7973
Q2613040,Q421584,7973
Q255983,Q158033,7982
Q7914465,Q645446,7992
Q5071068,Q804,7994
Q402820,Q3456103,7996
Q466,Q5533606,8002
Q23397,Q5454994,8007
Q4577,Q11701,8010
Q4698924,Q2613040,8011
Q4698924,Q629029,8011
Q2613040,Q629029,8011
Q1344730,Q107394799,8026
Q16263505,Q101991,8027
Q8421384,Q169357,8031
Q1581,Q683595,8035
Q109592077,Q4698744,8039
Q680909,Q98397446,8041
Q188460,Q5970429,8043
Q188460,Q1393,8043
Q5970429,Q1393,8043
Q3072837,Q5357622,8047
Q1183,Q114409,8050
Q407592,Q11995,8053
Q68833,Q225351,8055
Q161701,Q2440355,8056
Q49201,Q1463188,8059
Q1543307,Q2623912,8063
Q497976,Q2623912,8067
Q2983901,Q10874,8074
Q7891,Q1195410,8075
Q1396527,Q191089,8082
Q188269,Q23852,8086
Q174876,Q104813447,8099
Q7617373,Q155635,8114
Q23768,Q7571373,8119
Q161701,Q5827973,8120
Q2193647,Q107394799,8140
Q10874,Q245353,8153
Q1357,Q155,8168
Q3706669,Q158593,8173
Q398628,Q1001437,8181
Q201608,Q298,8185
Q28153896,Q7423376,8188
Q40821,Q223911,8193
Q231387,Q109229540,8197
Q108144643,Q708438,8201
Q11588306,Q5690825,8205
Q69897,Q53640989,8219
Q99,Q27988241,8223
Q110632155,Q1995529,8227
Q4577,Q96,8232
Q111950379,Q11068,8236
Q1339409,Q115686881,8238
Q6327929,Q5275608,8241
Q158033,Q10928179,8243
Q161491,Q8563383,8247
Q1219805,Q3317402,8250
Q30,Q19929864,8257
Q2474068,Q1453540,8272
Q2,Q414,8274
Q264647,Q1195410,8285
Q572931,Q371467,8287
Q844935,Q1293989,8293
Q98149276,Q6027402,8299
Q16874683,Q259516,8301
Q1065,Q201608,8314
Q389735,Q110823471,8333
Q58185346,Q36424,8346
Q1931511,Q96407993,8349
Q4882750,Q5950039,8356
Q157017,Q2623912,8358
Q982403,Q39074575,8363
Q982403,Q3808900,8363
Q39074575,Q3808900,8363
Q5116048,Q142153,8365
Q394575,Q1509,8369
Q7414556,Q16,8375
Q1137287,Q7247905,8381
Q2723740,Q2992652,8418
Q3611806,Q1415,8433
Q252251,Q1527888,8438
Q188909,Q309497,8440
Q5001891,Q4642426,8451
Q15709940,Q5097982,8452
Q165328,Q1132481,8456
Q165328,Q3003209,8456
Q1132481,Q3003209,8456
Q850210,Q255983,8460
Q99,Q7247905,8467
Q113536206,Q774228,8468
Q113536206,Q18142005,8468
Q113536206,Q7888423,8468
Q774228,Q18142005,8468
Q774228,Q7888423,8468
Q18142005,Q7888423,8468
Q238536,Q1387,8470
Q99,Q380075,8474
Q99,Q1339409,8474
Q380075,Q1339409,8474
Q1916282,Q1209096,8476
Q6806472,Q2630687,8477
Q28153896,Q780562,8479
Q3813256,Q1509,8485
Q967647,Q746177,8493
Q7260940,Q48525,8494
Q3708550,Q652420,8495
Q1193369,Q2049965,8502
Q2630687,Q1400881,8505
Q2630687,Q270510,8505
Q1400881,Q270510,8505
Q201936,Q15749512,8511
Q9642011,Q1415,8512
Q6543077,Q3644556,8525
Q7398599,Q527905,8530
Q7398599,Q2106031,8530
