wikidata_id_a,wikidata_id_b,trec_id
Q7908035,Q47715,12129
Q863908,Q1211967,12133
Q15105607,Q1075664,12145
Q322159,Q603948,12146
Q69897,Q2623912,12151
Q168763,Q40924,12158
Q261215,Q5939160,12168
Q1510949,Q193894,12174
Q3624,Q115,12188
Q12131,Q7834985,12189
Q2217351,Q105972808,12201
Q289612,Q837379,12202
Q289612,Q2144423,12202
Q837379,Q2144423,12202
Q7991806,Q408,12208
Q39087617,Q1091311,12215
Q181754,Q186020,12216
Q1167685,Q4834498,12217
Q5,Q929427,12224
Q1825776,Q99,12227
Q7063002,Q73,12230
Q36642,Q130888,12237
Q7758608,Q245353,12241
Q1462136,Q188628,12271
Q5196494,Q2900682,12280
Q16857188,Q2813894,12281
Q11698,Q30,12288
Q30,Q699360,12290
Q2289279,Q48525,12303
Q3778211,Q11201,12307
Q54958012,Q2900682,12309
Q161210,Q32446,12320
Q1339409,Q8035084,12325
Q55638,Q102296,12330
Q1230015,Q818,12331
Q317441,Q1269144,12333
Q878041,Q3003209,12335
Q1339409,Q12131,12336
Q181876,Q681817,12338
Q16857188,Q1339409,12341
Q95483912,Q816,12346
Q626299,Q266541,12353
Q23558,Q69883,12358
Q3241451,Q603948,12362
Q381136,Q5174734,12364
Q153025,Q1494,12374
Q471130,Q30,12380
Q37260,Q5447589,12384
Q36642,Q337841,12391
Q111950379,Q2623912,12408
Q1339409,Q55603120,12414
Q192995,Q191089,12415
Q6478447,Q1058719,12432
Q546113,Q48282,12437
Q482853,Q757762,12447
Q20683942,Q83900,12459
Q23852,Q236139,12463
Q399644,Q48525,12464
Q1109680,Q2043282,12466
Q96,Q705450,12469
Q5647313,Q49297,12474
Q376657,Q1951366,12477
Q705899,Q2678675,12480
Q7817,Q104858363,12481
Q5535339,Q3933280,12485
Q18748294,Q107394799,12493
Q603948,Q28153896,12499
Q673633,Q1144127,12500
Q39825,Q3960056,12502
Q118382,Q1520214,12516
Q30,Q756788,12521
Q5,Q2623912,12546
Q697681,Q4774571,12555
Q2796622,Q1128317,12556
Q189470,Q623289,12558
Q949973,Q2623912,12559
Q2143231,Q95690790,12573
Q107434,Q49297,12593
Q223642,Q7256498,12610
Q15751964,Q115686881,12615
Q652555,Q62575111,12617
Q186161,Q2310379,12622
Q1025099,Q108532574,12631
Q30,Q83900,12633
Q30,Q128611,12634
Q16857188,Q850210,12644
Q2344557,Q881,12645
Q23558,Q2630687,12648
Q30,Q7817,12658
Q816829,Q1091190,12668
Q1332343,Q1145896,12676
Q2814068,Q30,12677
Q641208,Q794210,12687
Q156849,Q564383,12691
Q85758606,Q1326731,12700
Q3907619,Q928,12714
Q8676,Q7315941,12716
Q55603120,Q1001437,12719
Q7229772,Q4605210,12722
Q245962,Q4825990,12737
Q183,Q30,12775
Q1924207,Q700875,12781
Q1001437,Q7216332,12785
Q538111,Q625506,12789
Q25205882,Q156959,12792
Q241549,Q7142793,12804
Q4761722,Q5097982,12820
Q317441,Q1269144,12829
Q168763,Q2440355,12837
Q3217573,Q2134272,12840
Q911125,Q245353,12844
Q7240824,Q133772,12848
Q30,Q841083,12851
Q190581,Q620413,12858
Q11661,Q11698,12862
Q208034,Q171947,12867
Q32043,Q82990,12871
Q425381,Q2812757,12872
Q22706,Q16,12873
Q30,Q12131,12879
Q483025,Q7302587,12904
Q1750812,Q5174734,12905
Q2824573,Q11696,12906
Q1499526,Q7315941,12907
Q1272356,Q603948,12911
Q1402686,Q1117196,12920
Q2699825,Q2035485,12932
Q30,Q1415729,12933
Q250062,Q1415,12934
Q7069477,Q15751964,12939
Q560370,Q169872,12940
Q1603,Q830,12945
Q201608,Q298,12947
Q317309,Q1520214,12966
Q4986438,Q1326354,12968
Q3284355,Q60097,12969
Q4677918,Q101991,12974
Q5281228,Q1277565,12978
Q623209,Q2630687,12981
Q4791298,Q105985,12983
Q5567154,Q142021,12984
Q4853996,Q266041,12989
Q1374831,Q259432,12991
Q1759838,Q749053,12993
Q468565,Q1889114,12995
Q5196494,Q7451050,13003
Q1428011,Q27881698,13005
Q17027869,Q1456,13007
Q277773,Q207522,13011
Q3284355,Q30,13016
Q2335016,Q104969991,13028
Q317309,Q30,13035
Q1393,Q1387,13038
Q181876,Q161701,13046
Q4173909,Q397762,13052
Q1326354,Q1603,13055
Q182413,Q572931,13057
Q23204,Q4834498,13061
Q7817,Q11995,13076
Q37260,Q80336,13082
Q111950379,Q11068,13083
Q188628,Q700875,13088
Q3003209,Q861654,13092
Q1109680,Q895848,13100
Q149524,Q229513,13103
Q315412,Q191089,13104
Q65068949,Q108735969,13107
Q1365622,Q6031467,13108
Q1065972,Q2623912,13117
Q28153896,Q105972808,13122
Q37836,Q1537,13128
Q464163,Q7101313,13136
Q7240824,Q16863733,13137
Q85758606,Q48282,13149
Q618996,Q5097982,13165
Q116148291,Q845224,13173
Q69897,Q1581,13187
Q1260023,Q5308931,13196
Q6473911,Q118914,13200
Q818,Q20988424,13210
Q190161,Q5097982,13212
Q156537,Q3184856,13220
Q15762858,Q16857188,13224
Q27898601,Q2297303,13232
Q895262,Q37748,13242
Q912437,Q2630687,13250
Q708653,Q96407993,13258
Q5419853,Q7452199,13263
Q171251,Q16863733,13264
Q1065972,Q1349872,13279
Q30,Q25313275,13280
Q1248007,Q10334846,13281
Q16857188,Q215127,13283
Q128581,Q161701,13311
Q2217567,Q816,13318
Q3284355,Q114,13322
Q7159238,Q5097982,13330
Q16,Q742291,13331
Q4577,Q1339409,13339
Q15277,Q36642,13342
Q846566,Q2347178,13352
Q23558,Q30,13371
Q12135,Q1070100,13377
Q2907853,Q85758606,13382
Q5173771,Q7792996,13387
Q75040,Q161491,13389
Q4488757,Q37470,13394
Q191600,Q49085,13407
Q1417174,Q908639,13413
Q75,Q904080,13414
Q178623,Q1542839,13418
Q107285103,Q16863733,13423
Q101609467,Q159,13428
Q96373707,Q40924,13430
Q12131,Q679373,13435
Q806824,Q42224353,13442
Q300377,Q2623912,13443
Q20988424,Q1415275,13448
Q1374831,Q10928179,13456
Q96377285,Q501700,13460
Q65091783,Q275157,13464
Q40821,Q181907,13475
Q572931,Q2623912,13492
Q15104172,Q3656255,13508
Q953515,Q9385,13509
Q501542,Q4834498,13510
Q42138,Q1066909,13512
Q5308931,Q182413,13524
Q1339409,Q48525,13528
Q12154181,Q15991290,13529
Q185252,Q1675313,13534
Q65068949,Q16552,13544
Q111950379,Q193894,13546
Q40858,Q205495,13555
Q372353,Q1089040,13559
Q1196456,Q1183,13566
Q3077124,Q202387,13567
Q626981,Q6279182,13570
Q5174019,Q818,13573
Q680909,Q107394799,13574
Q18418079,Q1183,13580
Q55726838,Q2900682,13599
Q6349938,Q2704141,13603
Q7891,Q603948,13605
Q35349,Q216782,13606
Q1141459,Q749698,13609
Q228036,Q56867836,13617
Q2908457,Q620876,13620
Q647884,Q2630687,13626
Q192907,Q329525,13636
Q48525,Q2613040,13662
Q1339409,Q4572927,13665
Q127289,Q726501,13669
Q201795,Q179179,13675
Q49085,Q11209,13678
Q1515281,Q309252,13680
Q62614,Q2697787,13731
Q7476596,Q1455316,13741
Q7201371,Q1851928,13743
Q771296,Q1456,13763
Q15751964,Q115686881,13768
Q174876,Q3808900,13771
Q466,Q96400609,13781
Q2233817,Q648666,13800
Q1410668,Q1649,13801
Q20077126,Q2623912,13808
Q178095,Q1387,13809
Q179637,Q362,13824
Q3276328,Q5156815,13825
Q513910,Q1415,13826
Q99,Q603948,13828
Q5281482,Q5308931,13830
Q2701586,Q48282,13833
Q5,Q193894,13836
Q4781985,Q4598084,13843
Q3240539,Q3351858,13853
Q26963,Q245353,13859
Q105972808,Q69897,13869
Q99,Q28153896,13874
Q7463524,Q7303395,13877
Q1216998,Q15709940,13880
Q131742,Q245353,13883
Q1326354,Q1204,13891
Q424972,Q1129121,13893
Q1141363,Q1358017,13910
Q468565,Q4577,13913
Q870337,Q680909,13917
Q7403450,Q7892039,13925
Q7398599,Q242,13926
Q836246,Q1387,13928
Q11588306,Q99,13945
Q840424,Q107390,13949
Q7403450,Q3068198,13952
Q17027869,Q1326354,13955
Q1497,Q166620,13958
Q828812,Q142153,13959
Q131672,Q5,13967
Q5462698,Q267406,13969
Q111945786,Q191089,13973
Q1459541,Q1339409,14008
Q5456615,Q142153,14010
Q1899048,Q5308931,14035
Q962777,Q15816471,14039
Q317441,Q752522,14043
Q5785,Q142153,14046
Q307462,Q1425700,14054
Q757499,Q11661,14062
Q1252981,Q544,14063
Q1374831,Q1091190,14074
Q20720694,Q48525,14075
Q178564,Q624036,14081
Q6132995,Q60863159,14099
Q3304533,Q140053,14104
Q399644,Q474305,14113
Q760125,Q1125312,14121
Q2699825,Q186290,14131
Q191081,Q1193004,14134
Q3819674,Q30,14138
Q930445,Q1040770,14141
Q85758606,Q30103,14147
Q7257959,Q14075,14148
Q144,Q2900682,14156
Q407541,Q659446,14161
Q18351474,Q1329394,14176
Q12135,Q30603595,14181
Q11701,Q2623912,14191
Q3409626,Q51804688,14193
Q603948,Q718927,14199
Q277398,Q142153,14200
Q7242338,Q82990,14204
Q2250054,Q16857188,14207
Q4006581,Q470786,14212
Q28153896,Q495304,14217
Q20757544,Q40821,14219
Q4849329,Q16863733,14222
Q104969991,Q2623912,14225
Q105972808,Q1339409,14226
Q11201,Q1415714,14233
Q4173909,Q1412867,14236
Q10806,Q30,14241
Q48525,Q212211,14248
Q4698924,Q104857390,14249
Q3808900,Q407172,14252
Q189833,Q1109680,14259
Q193211,Q11680195,14266
Q330963,Q10806,14270
Q535691,Q2900682,14276
Q6279182,Q492038,14278
Q390551,Q4713263,14307
Q1787103,Q1210094,14308
Q628708,Q7315941,14315
Q216712,Q1334327,14321
Q108291551,Q48803,14337
Q1813603,Q193894,14341
Q40858,Q6509303,14351
Q317309,Q1091190,14352
Q626981,Q1061108,14354
Q189603,Q1519812,14358
Q49297,Q99,14365
Q917069,Q118914,14368
Q11588306,Q2814119,14376
Q15716690,Q48143,14384
Q189833,Q188540,14398
Q7632070,Q3003209,14401
Q48525,Q65052300,14402
Q11661,Q1995526,14405
Q330694,Q41576,14417
Q1136236,Q362,14431
Q372713,Q7142793,14453
Q6478447,Q106861520,14458
Q3184856,Q41576,14469
Q317441,Q1269144,14478
Q689880,Q12630,14482
Q5308931,Q30,14484
Q269365,Q1340307,14506
Q7443701,Q7533207,14507
Q48525,Q99,14517
Q169872,Q185034,14530
Q30,Q191089,14531
Q6955,Q1219927,14545
Q5196494,Q5451651,14549
Q733780,Q424976,14554
Q17125199,Q154869,14555
Q407535,Q193894,14569
Q1339409,Q99,14570
Q4791298,Q912512,14571
Q854022,Q4116200,14583
Q12630,Q96,14584
Q37260,Q5467169,14599
Q986635,Q15133865,14612
Q192642,Q1542839,14621
Q865968,Q605259,14629
Q1196129,Q245353,14647
Q1418287,Q6684800,14650
Q685744,Q464163,14669
Q27433,Q27407,14670
Q17027869,Q5248682,14673
Q836186,Q8969,14676
Q178095,Q28453403,14681
Q2296401,Q5196427,14690
Q7449090,Q1504111,14696
Q130192,Q6647545,14700
Q1860,Q48282,14703
Q193583,Q1476525,14731
Q1931388,Q49085,14732
Q48525,Q1339409,14734
Q109945066,Q908833,14735
Q49297,Q245353,14737
Q600396,Q11995,14742
Q111945786,Q30,14758
Q680909,Q178095,14767
Q7242338,Q48525,14773
Q620875,Q630533,14776
Q191089,Q870337,14783
Q3960056,Q771296,14785
Q3241434,Q2193887,14786
Q399644,Q245962,14802
Q191089,Q161701,14815
Q4791298,Q1667931,14816
Q780687,Q614305,14824
Q9739,Q107394799,14830
Q1460420,Q9960,14838
Q334911,Q245353,14842
Q133279,Q830493,14843
Q3908516,Q112841674,14850
Q220917,Q155098,14853
Q16857188,Q5447589,14858
Q7283,Q10806,14865
Q5037972,Q101991,14866
Q812056,Q564383,14869
Q1415,Q7652,14877
Q203903,Q5377762,14881
Q577,Q20683942,14883
Q307462,Q7792996,14888
Q680909,Q62,14893
Q2144423,Q771,14902
Q865927,Q513910,14903
Q15762858,Q161701,14923
Q6027402,Q2483968,14939
Q1109680,Q1204,14952
Q269365,Q30,14964
Q908826,Q8452,14965
Q5001891,Q171947,14969
Q97704210,Q99,14975
Q538104,Q188823,14990
Q1974312,Q259516,14993
Q841440,Q8652,15000
Q539809,Q3537820,15003
Q48525,Q1329394,15009
Q1251417,Q7843398,15042
Q5308931,Q2623912,15045
Q1745938,Q20026887,15049
Q12136795,Q144,15065
Q399644,Q1541415,15066
Q1349872,Q107394799,15071
Q191924,Q30,15072
Q468565,Q2623912,15075
Q1916282,Q98149276,15078
Q5116048,Q142153,15089
Q162378,Q5308931,15090
Q12630,Q96,15091
Q653368,Q107394799,15098
Q564612,Q648666,15111
Q30603595,Q16857188,15121
Q464163,Q99,15129
Q115945826,Q104857390,15133
Q8449772,Q794,15141
Q30603595,Q572931,15146
Q40821,Q1060822,15159
Q191081,Q2623912,15188
Q48525,Q163186,15194
Q1002502,Q1183,15203
Q23558,Q7914465,15207
Q174876,Q17003752,15216
Q1339409,Q3504641,15218
Q12135,Q30603595,15227
Q638532,Q99,15235
Q1691909,Q2879014,15242
Q1923776,Q1400881,15247
Q3077124,Q27881698,15267
Q2367247,Q16035842,15268
Q774228,Q95690790,15270
Q149851,Q144,15283
Q15133865,Q804,15293
Q3184856,Q181095,15294
Q389735,Q8449772,15306
Q691783,Q1603,15307
Q11268,Q181467,15308
Q831058,Q2623912,15313
Q23558,Q69883,15317
Q133279,Q101991,15323
Q1916282,Q12171,15328
Q131123,Q1603,15330
Q1893102,Q2723740,15345
Q592473,Q1229765,15348
Q15708691,Q7101313,15351
Q2678675,Q99,15353
Q6132995,Q194489,15354
Q1509,Q835884,15377
Q4986438,Q100,15385
Q23767,Q1734755,15387
Q55726838,Q142153,15397
Q931507,Q20026887,15411
Q766,Q746177,15412
Q4986484,Q208034,15416
Q727928,Q28135300,15429
Q6853,Q970208,15431
Q827450,Q5097982,15438
Q4796158,Q1091190,15453
Q108805719,Q6710031,15455
Q875755,Q1134348,15458
Q831058,Q2623912,15460
Q307462,Q4577,15461
Q12813115,Q779,15464
Q41083,Q827023,15486
Q11701,Q1144915,15500
Q843610,Q463516,15520
Q1574099,Q9178218,15525
Q83900,Q4698924,15534
Q2233817,Q17027869,15540
Q870337,Q836575,15549
Q383126,Q115686881,15550
Q904490,Q11034,15551
Q184827,Q1305006,15553
Q2723740,Q188770,15565
Q5174734,Q749939,15568
Q221668,Q16857188,15575
Q100892309,Q6841655,15585
Q597058,Q2440355,15591
Q154869,Q3317402,15594
Q2306789,Q2623912,15596
Q2,Q160122,15606
Q1393,Q4834498,15609
Q6458227,Q851,15616
Q15763232,Q259516,15631
Q11588306,Q99,15632
Q4774571,Q96373707,15637
Q832491,Q62,15643
Q459426,Q870337,15658
Q1419726,Q27823111,15660
Q28153896,Q18419,15666
Q15751964,Q8652,15670
Q5174734,Q20026887,15679
Q917069,Q10850,15680
Q85758606,Q2623912,15681
Q5359367,Q731112,15684
Q317441,Q1063438,15688
Q1094,Q6478447,15691
Q3184856,Q2900682,15698
Q1916282,Q1337087,15704
Q48674677,Q11266,15717
Q6460735,Q107394799,15720
Q166998,Q942326,15721
Q2144423,Q2193887,15735
Q104284272,Q1339409,15740
Q1059,Q5097982,15745
Q156884,Q5097982,15747
Q2575340,Q161701,15754
Q1070100,Q1204,15758
Q2297417,Q1091190,15759
Q157522,Q1479935,15760
Q305454,Q8044847,15761
Q6478447,Q2623912,15764
Q2387657,Q1889114,15766
Q3808900,Q189603,15777
Q15752765,Q1365622,15783
Q105972808,Q40821,15785
Q5595259,Q7315941,15789
Q1397560,Q189508,15792
Q1339409,Q1080794,15801
Q4577,Q107394799,15805
Q2333621,Q220888,15820
Q16857188,Q170430,15826
Q154975,Q96,15834
Q188628,Q53536,15835
Q7835440,Q11995,15836
Q835173,Q854022,15861
Q12128,Q1141363,15862
Q934866,Q856887,15864
Q11661,Q870337,15865
Q1439,Q16863733,15869
Q99,Q3238071,15874
Q85758606,Q30,15878
Q7257902,Q99,15879
Q3649349,Q11995,15881
Q850210,Q107394799,15882
Q1553390,Q291174,15885
Q17027869,Q160122,15893
Q668,Q142153,15902
Q954257,Q917069,15912
Q191600,Q2623912,15923
Q6500369,Q771,15924
